Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
16177,407020,1407020,10000,2025-01-27,1
16178,407073,1407073,10000,2025-03-21,1
16179,407127,1407127,10000,2025-05-14,1
16180,407134,1407134,10000,2025-05-21,1
16181,407158,1407158,10000,2025-06-14,1
16182,407172,1407172,10000,2025-06-28,1
16183,407181,1407181,10000,2025-07-07,1
16184,407195,1407195,10000,2025-07-21,1
16185,407233,1407233,10000,2025-08-28,1
16186,407280,1407280,10000,2025-10-14,1
16187,407294,1407294,10000,2025-10-28,1
16188,407311,1407311,10000,2025-11-14,1
16189,407348,1407348,10000,2025-12-21,1
16190,407355,1407355,10000,2025-12-28,1
16191,407372,1407372,10000,2025-01-13,1
16192,407379,1407379,10000,2025-01-20,1
16193,407396,1407396,10000,2025-02-06,1
16194,407410,1407410,10000,2025-02-20,1
16195,407439,1407439,10000,2025-03-21,1
16196,407456,1407456,10000,2025-04-07,1
16197,407463,1407463,10000,2025-04-14,1
16198,407477,1407477,10000,2025-04-28,1
16199,407507,1407507,10000,2025-05-28,1
16200,407517,1407517,10000,2025-06-07,1
16201,407531,1407531,10000,2025-06-21,1
16202,407592,1407592,10000,2025-08-21,1
16203,407609,1407609,10000,2025-09-07,1
16204,407630,1407630,10000,2025-09-28,1
16205,407653,1407653,10000,2025-10-21,1
16206,407660,1407660,10000,2025-10-28,1
16207,407670,1407670,10000,2025-11-07,1
16208,407738,1407738,10000,2025-01-13,1
16209,407745,1407745,10000,2025-01-20,1
16210,407762,1407762,10000,2025-02-06,1
16211,407798,1407798,10000,2025-03-14,1
16212,407805,1407805,10000,2025-03-21,1
16213,407812,1407812,10000,2025-03-28,1
16214,407829,1407829,10000,2025-04-14,1
16215,407843,1407843,10000,2025-04-28,1
16216,407859,1407859,10000,2025-05-14,1
16217,407866,1407866,10000,2025-05-21,1
16218,407904,1407904,10000,2025-06-28,1
16219,407965,1407965,10000,2025-08-28,1
16220,407989,1407989,10000,2025-09-21,1
16221,408019,1408019,10000,2025-10-21,1
16222,408142,1408142,10000,2025-02-20,1
16223,408218,1408218,10000,2025-05-07,1
16224,408249,1408249,10000,2025-06-07,1
16225,408263,1408263,10000,2025-06-21,1
16226,408293,1408293,10000,2025-07-21,1
16227,408300,1408300,10000,2025-07-28,1
16228,408470,1408470,10000,2025-01-13,1
16229,408494,1408494,10000,2025-02-06,1
16230,408568,1408568,10000,2025-04-21,1
16231,408575,1408575,10000,2025-04-28,1
16232,408605,1408605,10000,2025-05-28,1
16233,408659,1408659,10000,2025-07-21,1
16234,408676,1408676,10000,2025-08-07,1
16235,408690,1408690,10000,2025-08-21,1
16236,408707,1408707,10000,2025-09-07,1
16237,408728,1408728,10000,2025-09-28,1
16238,408758,1408758,10000,2025-10-28,1
16239,408775,1408775,10000,2025-11-14,1
16240,408812,1408812,10000,2025-12-21,1
16241,408829,1408829,10000,2025-01-06,1
16242,408836,1408836,10000,2025-01-13,1
16243,408874,1408874,10000,2025-02-20,1
16244,408889,1408889,10000,2025-03-07,1
16245,408910,1408910,10000,2025-03-28,1
16246,408941,1408941,10000,2025-04-28,1
16247,409011,1409011,10000,2025-07-07,1
16248,409025,1409025,10000,2025-07-21,1
16249,409032,1409032,10000,2025-07-28,1
16250,409049,1409049,10000,2025-08-14,1
16251,409056,1409056,10000,2025-08-21,1
16252,409073,1409073,10000,2025-09-07,1
16253,409124,1409124,10000,2025-10-28,1
16254,409178,1409178,10000,2025-12-21,1
16255,409247,1409247,10000,2025-02-27,1
16256,409262,1409262,10000,2025-03-14,1
16257,409276,1409276,10000,2025-03-28,1
16258,409300,1409300,10000,2025-04-21,1
16259,409307,1409307,10000,2025-04-28,1
16260,409316,1409316,10000,2025-05-07,1
16261,409330,1409330,10000,2025-05-21,1
16262,409361,1409361,10000,2025-06-21,1
16263,409408,1409408,10000,2025-08-07,1
16264,409446,1409446,10000,2025-09-14,1
16265,409483,1409483,10000,2025-10-21,1
16266,409507,1409507,10000,2025-11-14,1
16267,409561,1409561,10000,2025-01-06,1
16268,409568,1409568,10000,2025-01-13,1
16269,409582,1409582,10000,2025-01-27,1
16270,409592,1409592,10000,2025-02-06,1
16271,409613,1409613,10000,2025-02-27,1
16272,409628,1409628,10000,2025-03-14,1
16273,409642,1409642,10000,2025-03-28,1
16274,409689,1409689,10000,2025-05-14,1
16275,409713,1409713,10000,2025-06-07,1
16276,409743,1409743,10000,2025-07-07,1
16277,409750,1409750,10000,2025-07-14,1
16278,409788,1409788,10000,2025-08-21,1
16279,409795,1409795,10000,2025-08-28,1
16280,409805,1409805,10000,2025-09-07,1
16281,409826,1409826,10000,2025-09-28,1
16282,409880,1409880,10000,2025-11-21,1
16283,409934,1409934,10000,2025-01-13,1
16284,409941,1409941,10000,2025-01-20,1
16285,410008,1410008,10000,2025-03-28,1
16286,410048,1410048,10000,2025-05-07,1
16287,410100,1410100,10000,2025-06-28,1
16288,410130,1410130,10000,2025-07-28,1
16289,410171,1410171,10000,2025-09-07,1
16290,410192,1410192,10000,2025-09-28,1
16291,410222,1410222,10000,2025-10-28,1
16292,410262,1410262,10000,2025-12-07,1
16293,410276,1410276,10000,2025-12-21,1
16294,410300,1410300,10000,2025-01-13,1
16295,410307,1410307,10000,2025-01-20,1
16296,410360,1410360,10000,2025-03-14,1
16297,410391,1410391,10000,2025-04-14,1
16298,410398,1410398,10000,2025-04-21,1
16299,410405,1410405,10000,2025-04-28,1
16300,410421,1410421,10000,2025-05-14,1
16301,410459,1410459,10000,2025-06-21,1
16302,410489,1410489,10000,2025-07-21,1
16303,410581,1410581,10000,2025-10-21,1
16304,410588,1410588,10000,2025-10-28,1
16305,410635,1410635,10000,2025-12-14,1
16306,410649,1410649,10000,2025-12-28,1
16307,410680,1410680,10000,2025-01-27,1
16308,410697,1410697,10000,2025-02-13,1
16309,410704,1410704,10000,2025-02-20,1
16310,410719,1410719,10000,2025-03-07,1
16311,410740,1410740,10000,2025-03-28,1
16312,410771,1410771,10000,2025-04-28,1
16313,410818,1410818,10000,2025-06-14,1
16314,410832,1410832,10000,2025-06-28,1
16315,410848,1410848,10000,2025-07-14,1
16316,410886,1410886,10000,2025-08-21,1
16317,410910,1410910,10000,2025-09-14,1
16318,410924,1410924,10000,2025-09-28,1
16319,410947,1410947,10000,2025-10-21,1
16320,411008,1411008,10000,2025-12-21,1
16321,411046,1411046,10000,2025-01-27,1
16322,411063,1411063,10000,2025-02-13,1
16323,411099,1411099,10000,2025-03-21,1
16324,411106,1411106,10000,2025-03-28,1
16325,411130,1411130,10000,2025-04-21,1
16326,411207,1411207,10000,2025-07-07,1
16327,411221,1411221,10000,2025-07-21,1
16328,411238,1411238,10000,2025-08-07,1
16329,411252,1411252,10000,2025-08-21,1
16330,411283,1411283,10000,2025-09-21,1
16331,411337,1411337,10000,2025-11-14,1
16332,411374,1411374,10000,2025-12-21,1
16333,411391,1411391,10000,2025-01-06,1
16334,411398,1411398,10000,2025-01-13,1
16335,411443,1411443,10000,2025-02-27,1
16336,411451,1411451,10000,2025-03-07,1
16337,411458,1411458,10000,2025-03-14,1
16338,411472,1411472,10000,2025-03-28,1
16339,411503,1411503,10000,2025-04-28,1
16340,411512,1411512,10000,2025-05-07,1
16341,411533,1411533,10000,2025-05-28,1
16342,411656,1411656,10000,2025-09-28,1
16343,411710,1411710,10000,2025-11-21,1
16344,411717,1411717,10000,2025-11-28,1
16345,411733,1411733,10000,2025-12-14,1
16346,411747,1411747,10000,2025-12-28,1
16347,411817,1411817,10000,2025-03-07,1
16348,411848,1411848,10000,2025-04-07,1
16349,411909,1411909,10000,2025-06-07,1
16350,411939,1411939,10000,2025-07-07,1
16351,411946,1411946,10000,2025-07-14,1
16352,411977,1411977,10000,2025-08-14,1
16353,411991,1411991,10000,2025-08-28,1
16354,412062,1412062,10000,2025-11-07,1
16355,412083,1412083,10000,2025-11-28,1
16356,412113,1412113,10000,2025-12-28,1
16357,412137,1412137,10000,2025-01-20,1
16358,412144,1412144,10000,2025-01-27,1
16359,412190,1412190,10000,2025-03-14,1
16360,412214,1412214,10000,2025-04-07,1
16361,412251,1412251,10000,2025-05-14,1
16362,412265,1412265,10000,2025-05-28,1
16363,412296,1412296,10000,2025-06-28,1
16364,412326,1412326,10000,2025-07-28,1
16365,412381,1412381,10000,2025-09-21,1
16366,412397,1412397,10000,2025-10-07,1
16367,412479,1412479,10000,2025-12-28,1
16368,412496,1412496,10000,2025-01-13,1
16369,412541,1412541,10000,2025-02-27,1
16370,412549,1412549,10000,2025-03-07,1
16371,412563,1412563,10000,2025-03-21,1
16372,412594,1412594,10000,2025-04-21,1
16373,412624,1412624,10000,2025-05-21,1
16374,412702,1412702,10000,2025-08-07,1
16375,412733,1412733,10000,2025-09-07,1
16376,412740,1412740,10000,2025-09-14,1
16377,412784,1412784,10000,2025-10-28,1
16378,412794,1412794,10000,2025-11-07,1
16379,412845,1412845,10000,2025-12-28,1
16380,412876,1412876,10000,2025-01-27,1
16381,412907,1412907,10000,2025-02-27,1
16382,412915,1412915,10000,2025-03-07,1
16383,412936,1412936,10000,2025-03-28,1
16384,412953,1412953,10000,2025-04-14,1
16385,413028,1413028,10000,2025-06-28,1
16386,413037,1413037,10000,2025-07-07,1
16387,413051,1413051,10000,2025-07-21,1
16388,413068,1413068,10000,2025-08-07,1
16389,413106,1413106,10000,2025-09-14,1
16390,413120,1413120,10000,2025-09-28,1
16391,413160,1413160,10000,2025-11-07,1
16392,413190,1413190,10000,2025-12-07,1
16393,413221,1413221,10000,2025-01-06,1
16394,413228,1413228,10000,2025-01-13,1
16395,413235,1413235,10000,2025-01-20,1
16396,413266,1413266,10000,2025-02-20,1
16397,413312,1413312,10000,2025-04-07,1
16398,413319,1413319,10000,2025-04-14,1
16399,413342,1413342,10000,2025-05-07,1
16400,413356,1413356,10000,2025-05-21,1
16401,413380,1413380,10000,2025-06-14,1
16402,413403,1413403,10000,2025-07-07,1
16403,413410,1413410,10000,2025-07-14,1
16404,413417,1413417,10000,2025-07-21,1
16405,413434,1413434,10000,2025-08-07,1
16406,413455,1413455,10000,2025-08-28,1
16407,413465,1413465,10000,2025-09-07,1
16408,413516,1413516,10000,2025-10-28,1
16409,413526,1413526,10000,2025-11-07,1
16410,413533,1413533,10000,2025-11-14,1
16411,413594,1413594,10000,2025-01-13,1
16412,413601,1413601,10000,2025-01-20,1
16413,413608,1413608,10000,2025-01-27,1
16414,413685,1413685,10000,2025-04-14,1
16415,413708,1413708,10000,2025-05-07,1
16416,413715,1413715,10000,2025-05-14,1
16417,413739,1413739,10000,2025-06-07,1
16418,413760,1413760,10000,2025-06-28,1
16419,413769,1413769,10000,2025-07-07,1
16420,413776,1413776,10000,2025-07-14,1
16421,413790,1413790,10000,2025-07-28,1
16422,413800,1413800,10000,2025-08-07,1
16423,413807,1413807,10000,2025-08-14,1
16424,413814,1413814,10000,2025-08-21,1
16425,413821,1413821,10000,2025-08-28,1
16426,413875,1413875,10000,2025-10-21,1
16427,413974,1413974,10000,2025-01-27,1
16428,413984,1413984,10000,2025-02-06,1
16429,414013,1414013,10000,2025-03-07,1
16430,414020,1414020,10000,2025-03-14,1
16431,414034,1414034,10000,2025-03-28,1
16432,414044,1414044,10000,2025-04-07,1
16433,414074,1414074,10000,2025-05-07,1
16434,414081,1414081,10000,2025-05-14,1
16435,414119,1414119,10000,2025-06-21,1
16436,414135,1414135,10000,2025-07-07,1
16437,414173,1414173,10000,2025-08-14,1
16438,414197,1414197,10000,2025-09-07,1
16439,414241,1414241,10000,2025-10-21,1
16440,414258,1414258,10000,2025-11-07,1
16441,414272,1414272,10000,2025-11-21,1
16442,414279,1414279,10000,2025-11-28,1
16443,414295,1414295,10000,2025-12-14,1
16444,414309,1414309,10000,2025-12-28,1
16445,414333,1414333,10000,2025-01-20,1
16446,414379,1414379,10000,2025-03-07,1
16447,414400,1414400,10000,2025-03-28,1
16448,414417,1414417,10000,2025-04-14,1
16449,414424,1414424,10000,2025-04-21,1
16450,414454,1414454,10000,2025-05-21,1
16451,414485,1414485,10000,2025-06-21,1
16452,414522,1414522,10000,2025-07-28,1
16453,414539,1414539,10000,2025-08-14,1
16454,414546,1414546,10000,2025-08-21,1
16455,414553,1414553,10000,2025-08-28,1
16456,414584,1414584,10000,2025-09-28,1
16457,414593,1414593,10000,2025-10-07,1
16458,414600,1414600,10000,2025-10-14,1
16459,414638,1414638,10000,2025-11-21,1
16460,414685,1414685,10000,2025-01-06,1
16461,414723,1414723,10000,2025-02-13,1
16462,414745,1414745,10000,2025-03-07,1
16463,414752,1414752,10000,2025-03-14,1
16464,414776,1414776,10000,2025-04-07,1
16465,414783,1414783,10000,2025-04-14,1
16466,414797,1414797,10000,2025-04-28,1
16467,414813,1414813,10000,2025-05-14,1
16468,414820,1414820,10000,2025-05-21,1
16469,414844,1414844,10000,2025-06-14,1
16470,414874,1414874,10000,2025-07-14,1
16471,414912,1414912,10000,2025-08-21,1
16472,414919,1414919,10000,2025-08-28,1
16473,415011,1415011,10000,2025-11-28,1
16474,415034,1415034,10000,2025-12-21,1
16475,415096,1415096,10000,2025-02-20,1
16476,415172,1415172,10000,2025-05-07,1
16477,415193,1415193,10000,2025-05-28,1
16478,415217,1415217,10000,2025-06-21,1
16479,415240,1415240,10000,2025-07-14,1
16480,415295,1415295,10000,2025-09-07,1
16481,415332,1415332,10000,2025-10-14,1
16482,415363,1415363,10000,2025-11-14,1
16483,415370,1415370,10000,2025-11-21,1
16484,415400,1415400,10000,2025-12-21,1
16485,415455,1415455,10000,2025-02-13,1
16486,415462,1415462,10000,2025-02-20,1
16487,415515,1415515,10000,2025-04-14,1
16488,415522,1415522,10000,2025-04-21,1
16489,415559,1415559,10000,2025-05-28,1
16490,415590,1415590,10000,2025-06-28,1
16491,415620,1415620,10000,2025-07-28,1
16492,415630,1415630,10000,2025-08-07,1
16493,415637,1415637,10000,2025-08-14,1
16494,415651,1415651,10000,2025-08-28,1
16495,415668,1415668,10000,2025-09-14,1
16496,415682,1415682,10000,2025-09-28,1
16497,415691,1415691,10000,2025-10-07,1
16498,415722,1415722,10000,2025-11-07,1
16499,415752,1415752,10000,2025-12-07,1
16500,415759,1415759,10000,2025-12-14,1
16501,415773,1415773,10000,2025-12-28,1
16502,415857,1415857,10000,2025-03-21,1
16503,415881,1415881,10000,2025-04-14,1
16504,415911,1415911,10000,2025-05-14,1
16505,415925,1415925,10000,2025-05-28,1
16506,415949,1415949,10000,2025-06-21,1
16507,415965,1415965,10000,2025-07-07,1
16508,415972,1415972,10000,2025-07-14,1
16509,415986,1415986,10000,2025-07-28,1
16510,416057,1416057,10000,2025-10-07,1
16511,416102,1416102,10000,2025-11-21,1
16512,416170,1416170,10000,2025-01-27,1
16513,416187,1416187,10000,2025-02-13,1
16514,416209,1416209,10000,2025-03-07,1
16515,416216,1416216,10000,2025-03-14,1
16516,416277,1416277,10000,2025-05-14,1
16517,416291,1416291,10000,2025-05-28,1
16518,416322,1416322,10000,2025-06-28,1
16519,416338,1416338,10000,2025-07-14,1
16520,416393,1416393,10000,2025-09-07,1
16521,416475,1416475,10000,2025-11-28,1
16522,416515,1416515,10000,2025-01-06,1
16523,416536,1416536,10000,2025-01-27,1
16524,416560,1416560,10000,2025-02-20,1
16525,416606,1416606,10000,2025-04-07,1
16526,416613,1416613,10000,2025-04-14,1
16527,416650,1416650,10000,2025-05-21,1
16528,416667,1416667,10000,2025-06-07,1
16529,416728,1416728,10000,2025-08-07,1
16530,416796,1416796,10000,2025-10-14,1
16531,416803,1416803,10000,2025-10-21,1
16532,416827,1416827,10000,2025-11-14,1
16533,416834,1416834,10000,2025-11-21,1
16534,416850,1416850,10000,2025-12-07,1
16535,416881,1416881,10000,2025-01-06,1
16536,416895,1416895,10000,2025-01-20,1
16537,416933,1416933,10000,2025-02-27,1
16538,416941,1416941,10000,2025-03-07,1
16539,416962,1416962,10000,2025-03-28,1
16540,416972,1416972,10000,2025-04-07,1
16541,416979,1416979,10000,2025-04-14,1
16542,416986,1416986,10000,2025-04-21,1
16543,417002,1417002,10000,2025-05-07,1
16544,417077,1417077,10000,2025-07-21,1
16545,417108,1417108,10000,2025-08-21,1
16546,417115,1417115,10000,2025-08-28,1
16547,417125,1417125,10000,2025-09-07,1
16548,417139,1417139,10000,2025-09-21,1
16549,417146,1417146,10000,2025-09-28,1
16550,417162,1417162,10000,2025-10-14,1
16551,417169,1417169,10000,2025-10-21,1
16552,417176,1417176,10000,2025-10-28,1
16553,417193,1417193,10000,2025-11-14,1
16554,417200,1417200,10000,2025-11-21,1
16555,417223,1417223,10000,2025-12-14,1
16556,417237,1417237,10000,2025-12-28,1
16557,417254,1417254,10000,2025-01-13,1
16558,417285,1417285,10000,2025-02-13,1
16559,417307,1417307,10000,2025-03-07,1
16560,417321,1417321,10000,2025-03-21,1
16561,417345,1417345,10000,2025-04-14,1
16562,417359,1417359,10000,2025-04-28,1
16563,417420,1417420,10000,2025-06-28,1
16564,417474,1417474,10000,2025-08-21,1
16565,417481,1417481,10000,2025-08-28,1
16566,417498,1417498,10000,2025-09-14,1
16567,417505,1417505,10000,2025-09-21,1
16568,417535,1417535,10000,2025-10-21,1
16569,417603,1417603,10000,2025-12-28,1
16570,417665,1417665,10000,2025-02-27,1
16571,417687,1417687,10000,2025-03-21,1
16572,417694,1417694,10000,2025-03-28,1
16573,417718,1417718,10000,2025-04-21,1
16574,417755,1417755,10000,2025-05-28,1
16575,417833,1417833,10000,2025-08-14,1
16576,417857,1417857,10000,2025-09-07,1
16577,417871,1417871,10000,2025-09-21,1
16578,417887,1417887,10000,2025-10-07,1
16579,417932,1417932,10000,2025-11-21,1
16580,417939,1417939,10000,2025-11-28,1
16581,417979,1417979,10000,2025-01-06,1
16582,417993,1417993,10000,2025-01-20,1
16583,418039,1418039,10000,2025-03-07,1
16584,418091,1418091,10000,2025-04-28,1
16585,418100,1418100,10000,2025-05-07,1
16586,418107,1418107,10000,2025-05-14,1
16587,418152,1418152,10000,2025-06-28,1
16588,418199,1418199,10000,2025-08-14,1
16589,418213,1418213,10000,2025-08-28,1
16590,418291,1418291,10000,2025-11-14,1
16591,418314,1418314,10000,2025-12-07,1
16592,418321,1418321,10000,2025-12-14,1
16593,418328,1418328,10000,2025-12-21,1
16594,418376,1418376,10000,2025-02-06,1
16595,418397,1418397,10000,2025-02-27,1
16596,418443,1418443,10000,2025-04-14,1
16597,418457,1418457,10000,2025-04-28,1
16598,418497,1418497,10000,2025-06-07,1
16599,418518,1418518,10000,2025-06-28,1
16600,418534,1418534,10000,2025-07-14,1
16601,418603,1418603,10000,2025-09-21,1
16602,418619,1418619,10000,2025-10-07,1
16603,418680,1418680,10000,2025-12-07,1
16604,418694,1418694,10000,2025-12-21,1
16605,418701,1418701,10000,2025-12-28,1
16606,418771,1418771,10000,2025-03-07,1
16607,418778,1418778,10000,2025-03-14,1
16608,418832,1418832,10000,2025-05-07,1
16609,418853,1418853,10000,2025-05-28,1
16610,418870,1418870,10000,2025-06-14,1
16611,418884,1418884,10000,2025-06-28,1
16612,418938,1418938,10000,2025-08-21,1
16613,418945,1418945,10000,2025-08-28,1
16614,418955,1418955,10000,2025-09-07,1
16615,418976,1418976,10000,2025-09-28,1
16616,419023,1419023,10000,2025-11-14,1
16617,419030,1419030,10000,2025-11-21,1
16618,419053,1419053,10000,2025-12-14,1
16619,419067,1419067,10000,2025-12-28,1
16620,419098,1419098,10000,2025-01-27,1
16621,419129,1419129,10000,2025-02-27,1
16622,419137,1419137,10000,2025-03-07,1
16623,419219,1419219,10000,2025-05-28,1
16624,419243,1419243,10000,2025-06-21,1
16625,419351,1419351,10000,2025-10-07,1
16626,419358,1419358,10000,2025-10-14,1
16627,419365,1419365,10000,2025-10-21,1
16628,419372,1419372,10000,2025-10-28,1
16629,419412,1419412,10000,2025-12-07,1
16630,419450,1419450,10000,2025-01-13,1
16631,419474,1419474,10000,2025-02-06,1
16632,419495,1419495,10000,2025-02-27,1
16633,419555,1419555,10000,2025-04-28,1
16634,419578,1419578,10000,2025-05-21,1
16635,419595,1419595,10000,2025-06-07,1
16636,419632,1419632,10000,2025-07-14,1
16637,419663,1419663,10000,2025-08-14,1
16638,419677,1419677,10000,2025-08-28,1
16639,419701,1419701,10000,2025-09-21,1
16640,419769,1419769,10000,2025-11-28,1
16641,419876,1419876,10000,2025-03-14,1
16642,419951,1419951,10000,2025-05-28,1
16643,419991,1419991,10000,2025-07-07,1
16644,420005,1420005,10000,2025-07-21,1
16645,420022,1420022,10000,2025-08-07,1
16646,420029,1420029,10000,2025-08-14,1
16647,420043,1420043,10000,2025-08-28,1
16648,420060,1420060,10000,2025-09-14,1
16649,420067,1420067,10000,2025-09-21,1
16650,420090,1420090,10000,2025-10-14,1
16651,420128,1420128,10000,2025-11-21,1
16652,420135,1420135,10000,2025-11-28,1
16653,420158,1420158,10000,2025-12-21,1
16654,420175,1420175,10000,2025-01-06,1
16655,420182,1420182,10000,2025-01-13,1
16656,420220,1420220,10000,2025-02-20,1
16657,420266,1420266,10000,2025-04-07,1
16658,420273,1420273,10000,2025-04-14,1
16659,420287,1420287,10000,2025-04-28,1
16660,420296,1420296,10000,2025-05-07,1
16661,420317,1420317,10000,2025-05-28,1
16662,420334,1420334,10000,2025-06-14,1
16663,420395,1420395,10000,2025-08-14,1
16664,420409,1420409,10000,2025-08-28,1
16665,420419,1420419,10000,2025-09-07,1
16666,420433,1420433,10000,2025-09-21,1
16667,420510,1420510,10000,2025-12-07,1
16668,420517,1420517,10000,2025-12-14,1
16669,420548,1420548,10000,2025-01-13,1
16670,420579,1420579,10000,2025-02-13,1
16671,420639,1420639,10000,2025-04-14,1
16672,420662,1420662,10000,2025-05-07,1
16673,420683,1420683,10000,2025-05-28,1
16674,420693,1420693,10000,2025-06-07,1
16675,420700,1420700,10000,2025-06-14,1
16676,420707,1420707,10000,2025-06-21,1
16677,420723,1420723,10000,2025-07-07,1
16678,420737,1420737,10000,2025-07-21,1
16679,420754,1420754,10000,2025-08-07,1
16680,420846,1420846,10000,2025-11-07,1
16681,420945,1420945,10000,2025-02-13,1
16682,420952,1420952,10000,2025-02-20,1
16683,420959,1420959,10000,2025-02-27,1
16684,421012,1421012,10000,2025-04-21,1
16685,421028,1421028,10000,2025-05-07,1
16686,421073,1421073,10000,2025-06-21,1
16687,421103,1421103,10000,2025-07-21,1
16688,421110,1421110,10000,2025-07-28,1
16689,421195,1421195,10000,2025-10-21,1
16690,421226,1421226,10000,2025-11-21,1
16691,421249,1421249,10000,2025-12-14,1
16692,421256,1421256,10000,2025-12-21,1
16693,421333,1421333,10000,2025-03-07,1
16694,421340,1421340,10000,2025-03-14,1
16695,421371,1421371,10000,2025-04-14,1
16696,421385,1421385,10000,2025-04-28,1
16697,421408,1421408,10000,2025-05-21,1
16698,421425,1421425,10000,2025-06-07,1
16699,421446,1421446,10000,2025-06-28,1
16700,421469,1421469,10000,2025-07-21,1
16701,421476,1421476,10000,2025-07-28,1
16702,421486,1421486,10000,2025-08-07,1
16703,421493,1421493,10000,2025-08-14,1
16704,421500,1421500,10000,2025-08-21,1
16705,421517,1421517,10000,2025-09-07,1
16706,421538,1421538,10000,2025-09-28,1
16707,421554,1421554,10000,2025-10-14,1
16708,421561,1421561,10000,2025-10-21,1
16709,421568,1421568,10000,2025-10-28,1
16710,421608,1421608,10000,2025-12-07,1
16711,421639,1421639,10000,2025-01-06,1
16712,421646,1421646,10000,2025-01-13,1
16713,421660,1421660,10000,2025-01-27,1
16714,421720,1421720,10000,2025-03-28,1
16715,421730,1421730,10000,2025-04-07,1
16716,421737,1421737,10000,2025-04-14,1
16717,421767,1421767,10000,2025-05-14,1
16718,421774,1421774,10000,2025-05-21,1
16719,421805,1421805,10000,2025-06-21,1
16720,421821,1421821,10000,2025-07-07,1
16721,421873,1421873,10000,2025-08-28,1
16722,421890,1421890,10000,2025-09-14,1
16723,421934,1421934,10000,2025-10-28,1
16724,421944,1421944,10000,2025-11-07,1
16725,421958,1421958,10000,2025-11-21,1
16726,421965,1421965,10000,2025-11-28,1
16727,421995,1421995,10000,2025-12-28,1
16728,422050,1422050,10000,2025-02-20,1
16729,422065,1422065,10000,2025-03-07,1
16730,422103,1422103,10000,2025-04-14,1
16731,422126,1422126,10000,2025-05-07,1
16732,422133,1422133,10000,2025-05-14,1
16733,422147,1422147,10000,2025-05-28,1
16734,422157,1422157,10000,2025-06-07,1
16735,422201,1422201,10000,2025-07-21,1
16736,422208,1422208,10000,2025-07-28,1
16737,422232,1422232,10000,2025-08-21,1
16738,422256,1422256,10000,2025-09-14,1
16739,422293,1422293,10000,2025-10-21,1
16740,422331,1422331,10000,2025-11-28,1
16741,422385,1422385,10000,2025-01-20,1
16742,422409,1422409,10000,2025-02-13,1
16743,422445,1422445,10000,2025-03-21,1
16744,422469,1422469,10000,2025-04-14,1
16745,422476,1422476,10000,2025-04-21,1
16746,422483,1422483,10000,2025-04-28,1
16747,422492,1422492,10000,2025-05-07,1
16748,422499,1422499,10000,2025-05-14,1
16749,422537,1422537,10000,2025-06-21,1
16750,422544,1422544,10000,2025-06-28,1
16751,422584,1422584,10000,2025-08-07,1
16752,422622,1422622,10000,2025-09-14,1
16753,422697,1422697,10000,2025-11-28,1
16754,422713,1422713,10000,2025-12-14,1
16755,422727,1422727,10000,2025-12-28,1
16756,422737,1422737,10000,2025-01-06,1
16757,422744,1422744,10000,2025-01-13,1
16758,422768,1422768,10000,2025-02-06,1
16759,422804,1422804,10000,2025-03-14,1
16760,422811,1422811,10000,2025-03-21,1
16761,422818,1422818,10000,2025-03-28,1
16762,422828,1422828,10000,2025-04-07,1
16763,422842,1422842,10000,2025-04-21,1
16764,422849,1422849,10000,2025-04-28,1
16765,422858,1422858,10000,2025-05-07,1
16766,422896,1422896,10000,2025-06-14,1
16767,422950,1422950,10000,2025-08-07,1
16768,422971,1422971,10000,2025-08-28,1
16769,423011,1423011,10000,2025-10-07,1
16770,423072,1423072,10000,2025-12-07,1
16771,423093,1423093,10000,2025-12-28,1
16772,423110,1423110,10000,2025-01-13,1
16773,423163,1423163,10000,2025-03-07,1
16774,423170,1423170,10000,2025-03-14,1
16775,423177,1423177,10000,2025-03-21,1
16776,423194,1423194,10000,2025-04-07,1
16777,423201,1423201,10000,2025-04-14,1
16778,423208,1423208,10000,2025-04-21,1
16779,423224,1423224,10000,2025-05-07,1
16780,423255,1423255,10000,2025-06-07,1
16781,423316,1423316,10000,2025-08-07,1
16782,423361,1423361,10000,2025-09-21,1
16783,423391,1423391,10000,2025-10-21,1
16784,423398,1423398,10000,2025-10-28,1
16785,423422,1423422,10000,2025-11-21,1
16786,423429,1423429,10000,2025-11-28,1
16787,423452,1423452,10000,2025-12-21,1
16788,423476,1423476,10000,2025-01-13,1
16789,423521,1423521,10000,2025-02-27,1
16790,423529,1423529,10000,2025-03-07,1
16791,423560,1423560,10000,2025-04-07,1
16792,423574,1423574,10000,2025-04-21,1
16793,423621,1423621,10000,2025-06-07,1
16794,423682,1423682,10000,2025-08-07,1
16795,423713,1423713,10000,2025-09-07,1
16796,423842,1423842,10000,2025-01-13,1
16797,423887,1423887,10000,2025-02-27,1
16798,423895,1423895,10000,2025-03-07,1
16799,423970,1423970,10000,2025-05-21,1
16800,424001,1424001,10000,2025-06-21,1
16801,424038,1424038,10000,2025-07-28,1
16802,424086,1424086,10000,2025-09-14,1
16803,424116,1424116,10000,2025-10-14,1
16804,424161,1424161,10000,2025-11-28,1
16805,424222,1424222,10000,2025-01-27,1
16806,424239,1424239,10000,2025-02-13,1
16807,424246,1424246,10000,2025-02-20,1
16808,424275,1424275,10000,2025-03-21,1
16809,424360,1424360,10000,2025-06-14,1
16810,424390,1424390,10000,2025-07-14,1
